,내용
384,바 하 오랜만이쥬 하하 오늘은 양양 물치해변 에서 바다키퍼 크루 님과 꿀파도 타고 밀린 바다사용료 지불했습니다 물치해변은 강 하류와 바다가 만나는 곳이에요 그러다보니 아주 오래된 쓰레기가 많았어요 주운 페트병과 캔들은 삭아있는 게 많았고 벌레가 들끓기도 했어요 주울 수 있는 것만 주웠는데도 큰 봉지가 꽉 찼습니다 해변을 따라 쓰레기가 엄청나게 밀려와있었는데 다 주울 수가 없어서 안타까울 뿐 다들 황금휴일 잘 보내셨나요 혹시나 비치클린 깜빡 하셨다면 조금이라도 실천하는 일주일이 되시길 바라요양양 물치해변 바다키퍼 바다사용료
385,제주도 해양쓰레기본부 제로라이프 오늘은 해양쓰레기본부에 방문했다 제주시문화도시와 해양환경단체가 협업한 해양쓰레기의 일생을 담은 전시였다 우리가 사용한 플라스틱의 마지막 그 끝은 어딘지를 알아보는 전시라고 했다 나는 아직 전시된 플라스틱의 끝이 보이지 않았다 우리 손을 떠났다고 끝이 아닌 느낌을 받았고 이제까지 내가 소비했던 플라스틱도 어딘가에서 이렇게 존재감을 뿜어내고 있겠구나라는 생각에 벽보고 반성했다 집가면 몇 주째 나와함께하는 텀블러 를 더 아껴줘야겠다제주도 해양쓰레기본부 제로라이프
386,지구를 지키는 에코백 비닐을 사용하는 대신 에코백을 사용하는 모습을 사진찍어 와 함께 업로드 하면 추첨을 통해 문화상품권을 드립니다 에코백 환경오염 환경오염줄이기 환경오염방지 환경오염심각 비닐사용줄이기 그린피스 그린피스서울사무소 바다 바다오염 이벤트 이벤트그램 이벤트참여 이벤트선물 선물 선물받기 스타트업 문화상품권 문화상품권이벤트에코백 환경오염 환경오염줄이기 환경오염방지 환경오염심각 비닐사용줄이기 그린피스 그린피스서울사무소 바다 바다오염 이벤트 이벤트그램 이벤트참여 이벤트선물 선물 선물받기 스타트업 문화상품권 문화상품권이벤트
387,패스트패션 환경오염 환경 노동문제 패션 의류 옷 유행 미세플라스틱 합성섬유 디스포져블 문제점패스트패션 환경오염 환경 노동문제 패션 의류 옷 유행 미세플라스틱 합성섬유 디스포져블 문제점
388,쓰레기산 온라인 화상 시위 안내 일시 금 장소 온라인 화상 링크는 개인 문자로 전달 주관 청년지구경영연합 시위 내용 쓰레기 홍수를 막을 우산을 함께 펼쳐봐요 동행 쓰레기가 모여 대한민국을 뒤덮었다 퍼포먼스 쓰레기산 청년 분 발언대신청링크 프로필 하단 링크를 확인하세요 전국에 개가 넘는 쓰레기산이 쓰레기산 산처럼 쓰레기가 쌓여있어 쓰레기산이라 부릅니다 개인의 욕심을 위해 업체로부터 돈을 받고 쓰레기를 모아두었고 방치된 쓰레기산은 지구의 토양 수질 대기오염의 큰 원인이 됩니다 개의 산 근처에 살고있는 서민들에게 지독한 악취와 엉망이된 환경으로 일상을 망가트리고 있습니다 국민의 혈세 억원으로 이제껏 치워진 쓰레기산 미청넷은 이런 현실을 변화시키기 위해청년지구경영연합의 이름으로 쓰레기산 피켓을 들기로 했습니다 쓰레기산을 알리고 더이상 개인의 욕심으로 지구의 환경을 위협하는 일을 멈추는 일에 함께 해주세요 쓰레기산 쓰레기산 쓰레기 환경오염 환경운동 미청넷 지지배 청바지 청년지구경영연합쓰레기산 쓰레기산 쓰레기 환경오염 환경운동 미청넷 지지배 청바지 청년지구경영연합
389,함께하자 제로웨이스트 안녕하세요 환경타임 환타팀입니다 혹시 제로웨이스트 라는 단어 들어보셨나요 제로웨이스트 운동은 일회용품 사용을 줄이고 일상에서 사용되는 자원과 제품을 재활용할 수 있도록 하여 쓰레기를 최소화하는 사회운동입 니다 환타팀이 준비한 카드뉴스로 일상 속에서 제로웨이스트를 실천하는 법을 알아보고 지구를 위해 쓰레기를 줄일 수 있는 방법에 대해 고민해봅시다함께하자 제로웨이스트
390,살충제 살균제 해로운 부정적 영향 원리 부작용 환경오염 지구오염살충제 살균제 해로운 부정적 영향 원리 부작용 환경오염 지구오염
391,살충제 살균제 천연살충제 천연살균제 만드는 방법 환경오염 환경 지구 지구살리기 환경보호살충제 살균제 천연살충제 천연살균제 만드는 방법 환경오염 환경 지구 지구살리기 환경보호
392,지미프 세탁비누함께 제로웨이스트를 실천해 나가는 인친님 께서 쓸수록 이로운 세탁비누를 출시하셨어요평소 환경보호신념대로 합성화합물질이나 동물성재료는 빼고 수질개선에 도움을 주는 발효액 코코넛 소이빈오일 등 천연성분으로만 만들어진 세탁비누입니다 심지어 포장까지 빠지지않고 재생용지에 콩기름인쇄 체험단 번쩍 손들어 사용해보았어요매일 와입스를 세탁했는데 역시나 성분이 좋아서인지 세탁력 우수 풍성한거품 헹굼도 쉬웠어요손빨래할때 난감한 둥둥뜨는 비누때가 안생겨서 그점도 좋았어요많은 시도와 노력으로 나온 세탁비누 환경에 해가 되지않는 세탁비누많은 분들이 알아주셨으면 좋겠어요재구매해서 지인들에게 선물해야겠어요이런 좋은 프로젝트 흥해라 지구한테미안해서 지구한테미안해서프로젝트지미프 지구한테미안해서 지구한테미안해서프로젝트
393,환경지키기는 지속적인 관심과 참여가 필요합니다 불법투기 지구 환경오염 환경파괴 이제그만 지구지키기 완주불법투기 불법투기금지 수질오염 관심과참여 환경생각하기 한국지리 방학숙제불법투기 환경오염 환경파괴 이제그만 지구지키기 완주불법투기 불법투기금지 수질오염 관심과참여 환경생각하기
394,사회문제를 찾아서 지구온난화로 인한 재해터키 전국에서 일어난 최악의 산불 미국에서 발생한 극한의 이상기후 키리바시의 해수면 상승 세계는 지구온난화로 인한 다양한 재해로 고통받고 있습니다 인간은 자연을 활용할 뿐 지배할 수는 없습니다 자연을 보존하지 않는다면 그 피해는 우리가 받게 됩니다 환경보호 이제는 실천해야 할 때입니다 사회혁신을 위해 활동하는 단국대학교 루키 단쏘공은 매주 월요일마다 시의성 있는 사회문제를 소개하는 카드뉴스 사회문제를 찾아서 를 정기 발행합니다 많은 관심 부탁드려요 행복나눔재단 단국대학교 단쏘공 사회문제 대학생 지구온난화 자연재해 자연환경 자연보호 환경 환경오염 환경보호행복나눔재단 단국대학교 단쏘공 사회문제 대학생 지구온난화 자연재해 자연환경 자연보호 환경 환경오염 환경보호
395,코로나 로 인해 모두 배달음식많이 시켜 드시죠 일회용품으로 지구가 많이 아파해요이젠 대책이 필요할 것 같습니다여러분들 의견은 어떤가요 배달 배달음식 일회용품 쓰레기 플라스틱 환경오염 분리수거배달 배달음식 일회용품 쓰레기 플라스틱 환경오염 분리수거
396,서영다움내 꿀벌 물 속에서 보면 더욱 씬스틸러자기주장 강한 후드로 물 속에서 강하게 주장하기 한국 바다의 상어 출몰 소리가 자주 들려요수온이 많이 올라갔다는건데너무 걱정되고 염려되면서도동해바다에서 에메랄드 빛 바다를 보니 신기하고 예쁘기도 하네요분명 바다가 변하고 있기는 하네요세상 예쁜 동해바다 예쁘게 잘 쓰고있습니다 코로나 잠잠해지면 다이빙갑시다 다이빙강사 서영서영다움내 씬스틸러자기주장 다이빙강사
397,살고 싶어요 우리가 바라는 건 그뿐인데 왜 이리 어려운 걸까요
398,졸리데이에서 적당히불편하게 를 구매하시면 작가님들 친필싸인과 일러스트카드는 덤 는 더 이상 미래를 위한 구호가 아니다 플라스틱문제 환경오염 미세먼지 비윤리적인동물소비 등 우리 삶의 근간이 흔들리기 시작했다 이기심을 버리고 공존 하는 법을 배워야 한다 편리함에 익숙해져버린 우리에게 조금의 불편함이 필요한 시점이다 처음부터 제로웨이스트 비건 환경론자 가 될 수는 없지만 모든 일은 작은 행동이 쌓여 큰 힘을 내기 마련이다 내가 고작 이렇게 한다고 뭐가 달라져 라는 마음이 오늘도 조금씩 실천하고 있습니다 로 변하면 어떨까 처음부터 잘하지는 못하지만 조금씩 나아가다보면 언젠가 정말 공존하는 날도 오지 않을까 서울 강서구 화곡로 길 그림책카페 스콘맛집 커피리브레 리브레원두 리브레노서프라이즈적당히불편하게 플라스틱문제 환경오염 미세먼지 비윤리적인동물소비 공존 제로웨이스트 비건 환경론자 그림책카페 스콘맛집 커피리브레 리브레원두 리브레노서프라이즈
399,풀무원 비건요거트 비건 시작하고 가장 아쉬웠던 것 중 하나는 우유를 대체할 유제품 종류를 쉽게 만나기 어렵다는 것 하지만 이젠 마트에서 아주 쉽게 만날 수 있다구요 식물성액티비아 위에 여러가지 토핑을 올려 먹으면 카페에서 먹는 느낌 일반 액티비아는 논비건입니다 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 식물성 비건간식 마트비건 이마트에브리데이 비건장보기 우유알러지 유당불내증 복숭아요거트 에코라이프 동물권 우유대체품풀무원 비건요거트 식물성액티비아 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 식물성 비건간식 마트비건 이마트에브리데이 비건장보기 우유알러지 유당불내증 복숭아요거트 에코라이프 동물권 우유대체품
400,평소 맛있게 주문해먹던 널담 비건마카롱을 동네에서 사먹을 수 있게 되었어요 이런 날이 오다니 당동쌍용아파트 비건마카롱 먹으러 가요 비건에 대한 편견 깨드립니다 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 당동카페 카페추천 비건옵션 비건디저트 비건간식 우유없는빵 우유알러지 유당불내증 당동카페추천 당동비건 당동비건옵션 홈카페널담 당동쌍용아파트 비건마카롱 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 당동카페 카페추천 비건옵션 비건디저트 비건간식 우유없는빵 우유알러지 유당불내증 당동카페추천 당동비건 당동비건옵션 홈카페
401,편의점과 마트에서 쉽게 만날 수 있는 비건안주 특히 비건육포 쟁여두게 될 것입니다 더운 여름 밤엔 비건안주 뜯으면서 넷플릭스 환경다큐 씨스리파시 시청을 웬만한 여름 납량특집보다 무섭고 싸늘한 현실을 볼 수 있어요 편의점 에서 만나요 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 편의점비건 혼술 안주추천 편의점안주 혼맥 혼술안주 혼술안주추천 집맥 집맥스타그램 일상비건안주 넷플릭스 환경다큐 씨스리파시 편의점 군포에서채식하기 군포채식 채식주의자 비건 군포비건 산본비건 탄소발자국 탄소발자국줄이기 환경오염 기후위기 환경보호 지구온도 탄소배출 지구온난화 기후미식 편의점비건 혼술 안주추천 편의점안주 혼맥 혼술안주 혼술안주추천 집맥 집맥스타그램 일상
